SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Wind.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Code1.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Code2.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Code3.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Trun.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_PFeed.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_NFeed.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Push.nstatus_Act
NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

9168	420	9168	2000	9168	20	9168	130	9168	0	9168	210	9168	210	9168	0
9170	420	9170	2000	9170	20	9170	130	9170	0	9170	210	9170	210	9170	0
9172	420	9172	2000	9172	20	9172	130	9172	0	9172	210	9172	210	9172	0
9174	420	9174	2000	9174	20	9174	130	9174	0	9174	210	9174	210	9174	0
9176	420	9176	2000	9176	20	9176	130	9176	0	9176	210	9176	210	9176	0
9178	420	9178	2000	9178	20	9178	130	9178	0	9178	210	9178	210	9178	0
9180	420	9180	2000	9180	20	9180	130	9180	0	9180	210	9180	210	9180	0
9182	420	9182	2000	9182	20	9182	130	9182	0	9182	210	9182	210	9182	0
9184	420	9184	2000	9184	20	9184	130	9184	0	9184	210	9184	210	9184	0
9186	420	9186	2000	9186	20	9186	130	9186	0	9186	210	9186	210	9186	0
9188	420	9188	2000	9188	20	9188	130	9188	0	9188	210	9188	210	9188	0
9190	420	9190	2000	9190	20	9190	130	9190	0	9190	210	9190	210	9190	0
9192	420	9192	2000	9192	20	9192	130	9192	0	9192	210	9192	210	9192	0
9194	420	9194	2000	9194	20	9194	130	9194	0	9194	210	9194	210	9194	0
9196	420	9196	2000	9196	20	9196	130	9196	0	9196	210	9196	210	9196	0
9198	420	9198	2000	9198	20	9198	130	9198	0	9198	210	9198	210	9198	0
9200	420	9200	2000	9200	20	9200	130	9200	0	9200	210	9200	210	9200	0
9202	420	9202	2000	9202	20	9202	130	9202	0	9202	210	9202	210	9202	0
9204	420	9204	2000	9204	20	9204	130	9204	0	9204	210	9204	210	9204	0
9206	420	9206	2000	9206	20	9206	130	9206	0	9206	210	9206	210	9206	0
9208	420	9208	2000	9208	20	9208	130	9208	0	9208	210	9208	210	9208	0
9210	420	9210	2000	9210	20	9210	130	9210	0	9210	210	9210	210	9210	0
9212	420	9212	2000	9212	20	9212	130	9212	0	9212	210	9212	210	9212	0
9214	420	9214	2000	9214	20	9214	130	9214	0	9214	210	9214	210	9214	0
9216	420	9216	2000	9216	20	9216	130	9216	0	9216	210	9216	210	9216	0
9218	420	9218	2000	9218	20	9218	130	9218	0	9218	210	9218	210	9218	0
9220	420	9220	2000	9220	20	9220	130	9220	0	9220	210	9220	210	9220	0
9222	420	9222	2000	9222	20	9222	130	9222	0	9222	210	9222	210	9222	0
9224	420	9224	2000	9224	20	9224	130	9224	0	9224	210	9224	210	9224	0
9226	420	9226	2000	9226	20	9226	130	9226	0	9226	210	9226	210	9226	0
9228	420	9228	2000	9228	20	9228	130	9228	0	9228	210	9228	210	9228	0
9230	420	9230	2000	9230	20	9230	130	9230	0	9230	210	9230	210	9230	0
9232	420	9232	2000	9232	20	9232	130	9232	0	9232	210	9232	210	9232	0
9234	420	9234	2000	9234	20	9234	130	9234	0	9234	210	9234	210	9234	0
9236	420	9236	2000	9236	20	9236	130	9236	0	9236	210	9236	210	9236	0
9238	420	9238	2000	9238	20	9238	130	9238	0	9238	210	9238	210	9238	0
9240	420	9240	2000	9240	20	9240	130	9240	0	9240	210	9240	210	9240	0
9242	420	9242	2000	9242	20	9242	130	9242	0	9242	210	9242	210	9242	0
9244	420	9244	2000	9244	20	9244	130	9244	0	9244	210	9244	210	9244	0
9246	420	9246	2000	9246	20	9246	130	9246	0	9246	210	9246	210	9246	0
9248	420	9248	2000	9248	20	9248	130	9248	0	9248	210	9248	210	9248	0
9250	420	9250	2000	9250	20	9250	130	9250	0	9250	210	9250	210	9250	0
9252	420	9252	2000	9252	20	9252	130	9252	0	9252	210	9252	210	9252	0
9254	420	9254	2000	9254	20	9254	130	9254	0	9254	210	9254	210	9254	0
9256	420	9256	2000	9256	20	9256	130	9256	0	9256	210	9256	210	9256	0
9258	420	9258	2000	9258	20	9258	130	9258	0	9258	210	9258	210	9258	0
9260	420	9260	2000	9260	20	9260	130	9260	0	9260	210	9260	210	9260	0
9262	420	9262	2000	9262	20	9262	130	9262	0	9262	210	9262	210	9262	0
9264	420	9264	2000	9264	20	9264	130	9264	0	9264	210	9264	210	9264	0
9266	420	9266	2000	9266	20	9266	130	9266	0	9266	210	9266	210	9266	0
9268	420	9268	2000	9268	20	9268	130	9268	0	9268	210	9268	210	9268	0
9270	420	9270	2000	9270	20	9270	130	9270	0	9270	210	9270	210	9270	0
9272	420	9272	2000	9272	20	9272	130	9272	0	9272	210	9272	210	9272	0
9274	420	9274	2000	9274	20	9274	130	9274	0	9274	210	9274	210	9274	0
9276	420	9276	2000	9276	20	9276	130	9276	0	9276	210	9276	210	9276	0
9278	420	9278	2000	9278	20	9278	130	9278	0	9278	210	9278	210	9278	0
9280	420	9280	2000	9280	20	9280	130	9280	0	9280	210	9280	210	9280	0
9282	420	9282	2000	9282	20	9282	130	9282	0	9282	210	9282	210	9282	0
9284	420	9284	2000	9284	20	9284	130	9284	0	9284	210	9284	210	9284	0
9286	420	9286	2000	9286	20	9286	130	9286	0	9286	210	9286	210	9286	0
9288	420	9288	2000	9288	20	9288	130	9288	0	9288	210	9288	210	9288	0
9290	420	9290	2000	9290	20	9290	130	9290	0	9290	210	9290	210	9290	0
9292	420	9292	2000	9292	20	9292	130	9292	0	9292	210	9292	210	9292	0
9294	420	9294	2000	9294	20	9294	130	9294	0	9294	210	9294	210	9294	0
9296	420	9296	2000	9296	20	9296	130	9296	0	9296	210	9296	210	9296	0
9298	420	9298	2000	9298	20	9298	130	9298	0	9298	210	9298	210	9298	0
9300	420	9300	2000	9300	20	9300	130	9300	0	9300	210	9300	210	9300	0
9302	420	9302	2000	9302	20	9302	130	9302	0	9302	210	9302	210	9302	0
9304	420	9304	2000	9304	20	9304	130	9304	0	9304	210	9304	210	9304	0
9306	420	9306	2000	9306	20	9306	130	9306	0	9306	210	9306	210	9306	0
9308	420	9308	2000	9308	20	9308	130	9308	0	9308	210	9308	210	9308	0
9310	420	9310	2000	9310	20	9310	130	9310	0	9310	210	9310	210	9310	0
9312	420	9312	2000	9312	20	9312	130	9312	0	9312	210	9312	210	9312	0
9314	420	9314	2000	9314	20	9314	130	9314	0	9314	210	9314	210	9314	0
9316	420	9316	2000	9316	20	9316	130	9316	0	9316	210	9316	210	9316	0
9318	420	9318	2000	9318	20	9318	130	9318	0	9318	210	9318	210	9318	0
9320	420	9320	2000	9320	20	9320	130	9320	0	9320	210	9320	210	9320	0
9322	420	9322	2000	9322	20	9322	130	9322	0	9322	210	9322	210	9322	0
9324	420	9324	2000	9324	20	9324	130	9324	0	9324	210	9324	210	9324	0
9326	420	9326	2000	9326	20	9326	130	9326	0	9326	210	9326	210	9326	0
9328	420	9328	2000	9328	20	9328	130	9328	0	9328	210	9328	210	9328	0
9330	420	9330	2000	9330	20	9330	130	9330	0	9330	210	9330	210	9330	0
9332	420	9332	2000	9332	20	9332	130	9332	0	9332	210	9332	210	9332	0
9334	420	9334	2000	9334	20	9334	130	9334	0	9334	210	9334	210	9334	0
9336	420	9336	2000	9336	20	9336	130	9336	0	9336	210	9336	210	9336	0
9338	420	9338	2000	9338	20	9338	130	9338	0	9338	210	9338	210	9338	0
9340	420	9340	2000	9340	20	9340	130	9340	0	9340	210	9340	210	9340	0
9342	420	9342	2000	9342	20	9342	130	9342	0	9342	210	9342	210	9342	0
9344	420	9344	2000	9344	20	9344	130	9344	0	9344	210	9344	210	9344	0
9346	420	9346	2000	9346	20	9346	130	9346	0	9346	210	9346	210	9346	0
9348	420	9348	2000	9348	20	9348	130	9348	0	9348	210	9348	210	9348	0
9350	420	9350	2000	9350	20	9350	130	9350	0	9350	210	9350	210	9350	0
9352	420	9352	2000	9352	20	9352	130	9352	0	9352	210	9352	210	9352	0
9354	420	9354	2000	9354	20	9354	130	9354	0	9354	210	9354	210	9354	0
9356	420	9356	2000	9356	20	9356	130	9356	0	9356	210	9356	210	9356	0
9358	420	9358	2000	9358	20	9358	130	9358	0	9358	210	9358	230	9358	0
9360	420	9360	2000	9360	20	9360	130	9360	0	9360	210	9360	0	9360	0
9362	420	9362	2000	9362	20	9362	130	9362	0	9362	210	9362	0	9362	0
9364	420	9364	2000	9364	20	9364	130	9364	0	9364	210	9364	0	9364	0
9366	420	9366	2000	9366	20	9366	130	9366	0	9366	210	9366	0	9366	0
9368	420	9368	2000	9368	20	9368	130	9368	0	9368	210	9368	0	9368	0
9370	420	9370	2000	9370	20	9370	130	9370	0	9370	210	9370	0	9370	0
9372	420	9372	2000	9372	20	9372	130	9372	0	9372	210	9372	0	9372	0
9374	420	9374	2000	9374	20	9374	130	9374	0	9374	210	9374	0	9374	0
9376	420	9376	2000	9376	20	9376	130	9376	0	9376	210	9376	0	9376	0
9378	420	9378	2000	9378	20	9378	130	9378	0	9378	210	9378	0	9378	0
9380	420	9380	2000	9380	20	9380	130	9380	0	9380	210	9380	0	9380	0
9382	420	9382	2000	9382	20	9382	130	9382	0	9382	210	9382	0	9382	0
9384	420	9384	2000	9384	20	9384	130	9384	0	9384	210	9384	0	9384	0
9386	420	9386	2000	9386	20	9386	130	9386	0	9386	210	9386	0	9386	0
9388	420	9388	2000	9388	20	9388	130	9388	0	9388	210	9388	0	9388	0
9390	420	9390	2000	9390	20	9390	130	9390	0	9390	210	9390	0	9390	0
9392	420	9392	2000	9392	20	9392	130	9392	0	9392	210	9392	0	9392	0
9394	420	9394	2000	9394	20	9394	130	9394	0	9394	210	9394	0	9394	0
9396	420	9396	2000	9396	20	9396	130	9396	0	9396	210	9396	0	9396	0
9398	420	9398	2000	9398	20	9398	130	9398	0	9398	210	9398	0	9398	0
9400	420	9400	2000	9400	20	9400	130	9400	0	9400	210	9400	0	9400	0
9402	420	9402	2000	9402	20	9402	130	9402	0	9402	210	9402	0	9402	0
9404	420	9404	2000	9404	20	9404	130	9404	0	9404	210	9404	0	9404	0
9406	420	9406	2000	9406	20	9406	130	9406	0	9406	210	9406	0	9406	0
9408	420	9408	2000	9408	20	9408	130	9408	0	9408	210	9408	0	9408	0
9410	420	9410	2000	9410	20	9410	130	9410	0	9410	210	9410	0	9410	0
9412	420	9412	2000	9412	20	9412	130	9412	0	9412	210	9412	0	9412	0
9414	420	9414	2000	9414	20	9414	130	9414	0	9414	210	9414	0	9414	0
9416	420	9416	2000	9416	20	9416	130	9416	0	9416	210	9416	0	9416	0
9418	420	9418	2000	9418	20	9418	130	9418	0	9418	210	9418	0	9418	0
9420	420	9420	2000	9420	20	9420	130	9420	0	9420	210	9420	0	9420	0
9422	420	9422	2000	9422	20	9422	130	9422	0	9422	210	9422	0	9422	0
9424	420	9424	2000	9424	20	9424	130	9424	0	9424	210	9424	0	9424	0
9426	420	9426	2000	9426	20	9426	130	9426	0	9426	210	9426	0	9426	0
9428	420	9428	2000	9428	20	9428	130	9428	0	9428	210	9428	0	9428	0
9430	420	9430	2000	9430	20	9430	130	9430	0	9430	210	9430	0	9430	0
9432	420	9432	2000	9432	20	9432	130	9432	0	9432	210	9432	0	9432	0
9434	420	9434	2000	9434	20	9434	130	9434	0	9434	210	9434	0	9434	0
9436	420	9436	2000	9436	20	9436	130	9436	0	9436	210	9436	0	9436	0
9438	420	9438	2000	9438	20	9438	130	9438	0	9438	210	9438	0	9438	0
9440	420	9440	2000	9440	20	9440	130	9440	0	9440	210	9440	0	9440	0
9442	420	9442	2000	9442	20	9442	130	9442	0	9442	210	9442	0	9442	0
9444	420	9444	2000	9444	20	9444	130	9444	0	9444	210	9444	0	9444	0
9446	420	9446	2000	9446	20	9446	130	9446	0	9446	210	9446	0	9446	0
9448	420	9448	2000	9448	20	9448	130	9448	0	9448	210	9448	0	9448	0
9450	420	9450	2000	9450	20	9450	130	9450	0	9450	210	9450	0	9450	0
9452	420	9452	2000	9452	20	9452	130	9452	0	9452	210	9452	0	9452	0
9454	420	9454	2000	9454	20	9454	130	9454	0	9454	210	9454	0	9454	0
9456	420	9456	2000	9456	20	9456	130	9456	0	9456	210	9456	0	9456	0
9458	420	9458	2000	9458	20	9458	130	9458	0	9458	210	9458	0	9458	0
9460	420	9460	2000	9460	20	9460	130	9460	0	9460	210	9460	0	9460	0
9462	420	9462	2000	9462	20	9462	130	9462	0	9462	210	9462	0	9462	0
9464	420	9464	2000	9464	20	9464	130	9464	0	9464	210	9464	0	9464	0
9466	420	9466	2000	9466	20	9466	130	9466	0	9466	210	9466	0	9466	0
9468	420	9468	2000	9468	20	9468	130	9468	0	9468	210	9468	0	9468	0
9470	420	9470	2000	9470	20	9470	130	9470	0	9470	210	9470	0	9470	0
9472	420	9472	2000	9472	20	9472	130	9472	0	9472	210	9472	0	9472	0
9474	420	9474	2000	9474	20	9474	130	9474	0	9474	210	9474	0	9474	0
9476	420	9476	2000	9476	20	9476	130	9476	0	9476	210	9476	0	9476	0
9478	420	9478	2000	9478	20	9478	130	9478	0	9478	210	9478	0	9478	0
9480	420	9480	2000	9480	20	9480	130	9480	0	9480	210	9480	0	9480	0
9482	420	9482	2000	9482	20	9482	130	9482	0	9482	210	9482	0	9482	0
9484	420	9484	2000	9484	20	9484	130	9484	0	9484	210	9484	0	9484	0
9486	420	9486	2000	9486	20	9486	130	9486	0	9486	210	9486	0	9486	0
9488	420	9488	2000	9488	20	9488	130	9488	0	9488	210	9488	0	9488	0
9490	420	9490	2000	9490	20	9490	130	9490	0	9490	210	9490	0	9490	0
9492	420	9492	2000	9492	20	9492	130	9492	0	9492	210	9492	0	9492	0
9494	420	9494	2000	9494	20	9494	130	9494	0	9494	210	9494	0	9494	0
9496	420	9496	2000	9496	20	9496	130	9496	0	9496	210	9496	0	9496	0
9498	420	9498	2000	9498	20	9498	130	9498	0	9498	210	9498	0	9498	0
9500	420	9500	2000	9500	20	9500	130	9500	0	9500	210	9500	0	9500	0
9502	420	9502	2000	9502	20	9502	130	9502	0	9502	210	9502	0	9502	0
9504	420	9504	2000	9504	20	9504	130	9504	0	9504	210	9504	0	9504	0
9506	420	9506	2000	9506	20	9506	130	9506	0	9506	210	9506	0	9506	0
9508	420	9508	2000	9508	20	9508	130	9508	0	9508	210	9508	0	9508	0
9510	420	9510	2000	9510	20	9510	130	9510	0	9510	210	9510	0	9510	0
9512	420	9512	2000	9512	20	9512	130	9512	0	9512	210	9512	0	9512	0
9514	420	9514	2000	9514	20	9514	130	9514	0	9514	210	9514	0	9514	0
9516	420	9516	2000	9516	20	9516	130	9516	0	9516	210	9516	0	9516	0
9518	420	9518	2000	9518	20	9518	130	9518	0	9518	210	9518	0	9518	0
9520	420	9520	2000	9520	20	9520	130	9520	0	9520	210	9520	0	9520	0
9522	420	9522	2000	9522	30	9522	130	9522	0	9522	210	9522	0	9522	0
9524	420	9524	2000	9524	30	9524	130	9524	0	9524	210	9524	0	9524	0
9526	420	9526	2000	9526	30	9526	130	9526	0	9526	210	9526	0	9526	0
9528	420	9528	2000	9528	30	9528	130	9528	0	9528	210	9528	0	9528	0
9530	420	9530	2000	9530	30	9530	130	9530	0	9530	210	9530	0	9530	0
9532	420	9532	2000	9532	30	9532	130	9532	0	9532	210	9532	0	9532	0
9534	420	9534	2000	9534	30	9534	130	9534	0	9534	210	9534	0	9534	0
9536	420	9536	2000	9536	30	9536	130	9536	0	9536	210	9536	0	9536	0
9538	420	9538	2000	9538	30	9538	130	9538	0	9538	210	9538	0	9538	0
9540	420	9540	2000	9540	30	9540	130	9540	0	9540	210	9540	0	9540	0
9542	420	9542	2000	9542	30	9542	130	9542	0	9542	210	9542	0	9542	0
9544	420	9544	2000	9544	30	9544	130	9544	0	9544	210	9544	0	9544	0
9546	420	9546	2000	9546	30	9546	130	9546	0	9546	210	9546	0	9546	0
9548	420	9548	2000	9548	30	9548	130	9548	0	9548	210	9548	0	9548	0
9550	420	9550	2000	9550	30	9550	130	9550	0	9550	210	9550	0	9550	0
9552	420	9552	2000	9552	30	9552	130	9552	0	9552	210	9552	0	9552	0
9554	420	9554	2000	9554	30	9554	130	9554	0	9554	210	9554	0	9554	0
9556	420	9556	2000	9556	30	9556	130	9556	0	9556	210	9556	0	9556	0
9558	420	9558	2000	9558	30	9558	130	9558	0	9558	210	9558	0	9558	0
9560	420	9560	2000	9560	30	9560	130	9560	0	9560	210	9560	0	9560	0
9562	420	9562	2000	9562	30	9562	130	9562	0	9562	210	9562	0	9562	0
9564	420	9564	2000	9564	30	9564	130	9564	0	9564	210	9564	0	9564	0
9566	420	9566	2000	9566	30	9566	130	9566	0	9566	210	9566	0	9566	0
9568	420	9568	2000	9568	30	9568	130	9568	0	9568	210	9568	0	9568	0
9570	420	9570	2000	9570	30	9570	130	9570	0	9570	210	9570	0	9570	0
9572	420	9572	2000	9572	30	9572	130	9572	0	9572	210	9572	0	9572	0
9574	420	9574	2000	9574	30	9574	130	9574	0	9574	210	9574	0	9574	0
9576	420	9576	2000	9576	30	9576	130	9576	0	9576	210	9576	0	9576	0
9578	420	9578	2000	9578	30	9578	130	9578	0	9578	210	9578	0	9578	0
9580	420	9580	2000	9580	30	9580	130	9580	0	9580	210	9580	0	9580	0
9582	420	9582	2000	9582	30	9582	130	9582	0	9582	210	9582	0	9582	0
9584	420	9584	2000	9584	30	9584	130	9584	0	9584	210	9584	0	9584	0
9586	420	9586	2000	9586	30	9586	130	9586	0	9586	210	9586	0	9586	0
9588	420	9588	2000	9588	30	9588	130	9588	0	9588	210	9588	0	9588	0
9590	420	9590	2000	9590	30	9590	130	9590	0	9590	210	9590	0	9590	0
9592	420	9592	2000	9592	30	9592	130	9592	0	9592	210	9592	0	9592	0
9594	420	9594	2000	9594	30	9594	130	9594	0	9594	210	9594	0	9594	0
9596	420	9596	2000	9596	30	9596	130	9596	0	9596	210	9596	0	9596	0
9598	420	9598	2000	9598	30	9598	130	9598	0	9598	210	9598	0	9598	0
9600	420	9600	2000	9600	30	9600	130	9600	0	9600	210	9600	0	9600	0
9602	420	9602	2000	9602	30	9602	130	9602	0	9602	210	9602	0	9602	0
9604	420	9604	2000	9604	30	9604	130	9604	0	9604	210	9604	0	9604	0
9606	420	9606	2000	9606	30	9606	130	9606	0	9606	210	9606	0	9606	0
9608	420	9608	2000	9608	30	9608	130	9608	0	9608	210	9608	0	9608	0
9610	420	9610	2000	9610	30	9610	130	9610	0	9610	210	9610	0	9610	0
9612	420	9612	2000	9612	30	9612	130	9612	0	9612	210	9612	0	9612	0
9614	420	9614	2000	9614	30	9614	130	9614	0	9614	210	9614	0	9614	0
9616	420	9616	2000	9616	30	9616	130	9616	0	9616	210	9616	0	9616	0
9618	420	9618	2000	9618	30	9618	130	9618	0	9618	210	9618	0	9618	0
9620	420	9620	2000	9620	30	9620	130	9620	0	9620	210	9620	0	9620	0
9622	420	9622	2000	9622	30	9622	130	9622	0	9622	210	9622	0	9622	0
9624	420	9624	2000	9624	30	9624	130	9624	0	9624	210	9624	0	9624	0
9626	420	9626	2000	9626	30	9626	130	9626	0	9626	210	9626	0	9626	0
9628	420	9628	2000	9628	30	9628	130	9628	0	9628	210	9628	0	9628	0
9630	420	9630	2000	9630	30	9630	130	9630	0	9630	210	9630	0	9630	0
9632	420	9632	2000	9632	30	9632	130	9632	0	9632	210	9632	0	9632	0
9634	420	9634	2000	9634	30	9634	130	9634	0	9634	210	9634	0	9634	0
9636	420	9636	2000	9636	30	9636	130	9636	0	9636	210	9636	0	9636	0
9638	420	9638	2000	9638	30	9638	130	9638	0	9638	210	9638	0	9638	0
9640	420	9640	2000	9640	30	9640	130	9640	0	9640	210	9640	0	9640	0
9642	420	9642	2000	9642	30	9642	130	9642	0	9642	210	9642	0	9642	0
9644	420	9644	2000	9644	30	9644	130	9644	0	9644	210	9644	0	9644	0
9646	420	9646	2000	9646	30	9646	130	9646	0	9646	210	9646	0	9646	0
9648	420	9648	2000	9648	30	9648	130	9648	0	9648	210	9648	0	9648	0
9650	420	9650	2000	9650	30	9650	130	9650	0	9650	210	9650	0	9650	0
9652	420	9652	2000	9652	30	9652	130	9652	0	9652	210	9652	0	9652	0
9654	420	9654	2000	9654	30	9654	130	9654	0	9654	210	9654	0	9654	0
9656	420	9656	2000	9656	30	9656	130	9656	0	9656	210	9656	0	9656	0
9658	420	9658	2000	9658	30	9658	130	9658	0	9658	210	9658	0	9658	0
9660	420	9660	2000	9660	30	9660	130	9660	0	9660	210	9660	0	9660	0
9662	420	9662	2000	9662	30	9662	130	9662	0	9662	210	9662	0	9662	0
9664	420	9664	2000	9664	30	9664	130	9664	0	9664	210	9664	0	9664	0
9666	420	9666	2000	9666	30	9666	130	9666	0	9666	210	9666	0	9666	0
9668	420	9668	2000	9668	30	9668	130	9668	0	9668	210	9668	0	9668	0
9670	420	9670	2000	9670	30	9670	130	9670	0	9670	210	9670	0	9670	0
9672	420	9672	2000	9672	30	9672	130	9672	0	9672	210	9672	0	9672	0
9674	420	9674	2000	9674	30	9674	130	9674	0	9674	210	9674	0	9674	0
9676	420	9676	2000	9676	30	9676	130	9676	0	9676	210	9676	0	9676	0
9678	420	9678	2000	9678	30	9678	130	9678	0	9678	210	9678	0	9678	0
9680	420	9680	2000	9680	30	9680	130	9680	0	9680	210	9680	0	9680	0
9682	420	9682	2000	9682	30	9682	130	9682	0	9682	210	9682	0	9682	0
9684	420	9684	2000	9684	30	9684	130	9684	0	9684	210	9684	0	9684	0
9686	420	9686	2000	9686	30	9686	130	9686	0	9686	210	9686	0	9686	0
9688	420	9688	2000	9688	30	9688	130	9688	0	9688	210	9688	0	9688	0
9690	420	9690	2000	9690	30	9690	130	9690	0	9690	210	9690	0	9690	0
9692	420	9692	2000	9692	30	9692	130	9692	0	9692	210	9692	0	9692	0
9694	420	9694	2000	9694	30	9694	130	9694	0	9694	210	9694	0	9694	0
9696	420	9696	2000	9696	30	9696	130	9696	0	9696	210	9696	0	9696	0
9698	420	9698	2000	9698	30	9698	130	9698	0	9698	210	9698	0	9698	0
9700	420	9700	2000	9700	30	9700	130	9700	0	9700	210	9700	0	9700	0
9702	420	9702	2000	9702	30	9702	130	9702	0	9702	290	9702	0	9702	0
9704	420	9704	2000	9704	30	9704	130	9704	0	9704	0	9704	0	9704	0
9706	420	9706	2000	9706	30	9706	130	9706	0	9706	0	9706	0	9706	0
9708	420	9708	2000	9708	30	9708	130	9708	0	9708	0	9708	0	9708	0
9710	420	9710	2000	9710	30	9710	130	9710	0	9710	0	9710	0	9710	0
9712	420	9712	2000	9712	30	9712	130	9712	0	9712	0	9712	0	9712	0
9714	420	9714	2000	9714	30	9714	130	9714	0	9714	0	9714	0	9714	0
9716	420	9716	2000	9716	30	9716	130	9716	0	9716	0	9716	0	9716	0
9718	420	9718	2000	9718	30	9718	130	9718	0	9718	0	9718	0	9718	0
9720	420	9720	2000	9720	30	9720	130	9720	0	9720	0	9720	0	9720	0
9722	420	9722	2000	9722	30	9722	130	9722	0	9722	0	9722	0	9722	0
9724	420	9724	2000	9724	30	9724	130	9724	0	9724	0	9724	0	9724	0
9726	420	9726	2000	9726	30	9726	130	9726	0	9726	0	9726	0	9726	0
9728	420	9728	2000	9728	30	9728	130	9728	0	9728	0	9728	0	9728	0
9730	420	9730	2000	9730	30	9730	130	9730	0	9730	0	9730	0	9730	0
9732	420	9732	2000	9732	30	9732	130	9732	0	9732	0	9732	0	9732	0
9734	420	9734	2000	9734	30	9734	130	9734	0	9734	0	9734	0	9734	0
9736	420	9736	2000	9736	30	9736	130	9736	0	9736	0	9736	0	9736	0
9738	420	9738	2000	9738	30	9738	130	9738	0	9738	0	9738	0	9738	0
9740	420	9740	2000	9740	30	9740	130	9740	0	9740	0	9740	0	9740	0
9742	420	9742	2000	9742	30	9742	130	9742	0	9742	0	9742	0	9742	0
9744	420	9744	2000	9744	30	9744	130	9744	0	9744	0	9744	0	9744	0
9746	420	9746	2000	9746	30	9746	130	9746	0	9746	0	9746	0	9746	0
9748	420	9748	2000	9748	30	9748	130	9748	0	9748	0	9748	0	9748	0
9750	420	9750	2000	9750	30	9750	130	9750	0	9750	0	9750	0	9750	0
9752	420	9752	2000	9752	30	9752	130	9752	0	9752	0	9752	0	9752	0
9754	420	9754	2000	9754	30	9754	130	9754	0	9754	0	9754	0	9754	0
9756	420	9756	2000	9756	30	9756	130	9756	0	9756	0	9756	0	9756	0
9758	420	9758	2000	9758	30	9758	130	9758	0	9758	0	9758	0	9758	0
9760	420	9760	2000	9760	30	9760	130	9760	0	9760	0	9760	0	9760	0
9762	420	9762	2000	9762	30	9762	140	9762	0	9762	0	9762	0	9762	0
9764	420	9764	2000	9764	30	9764	140	9764	0	9764	0	9764	0	9764	0
9766	420	9766	2000	9766	30	9766	140	9766	0	9766	0	9766	0	9766	0
9768	420	9768	2000	9768	30	9768	140	9768	0	9768	0	9768	0	9768	0
9770	420	9770	2000	9770	30	9770	150	9770	0	9770	0	9770	0	9770	0
9772	420	9772	2000	9772	30	9772	150	9772	0	9772	0	9772	0	9772	0
9774	420	9774	2000	9774	30	9774	150	9774	0	9774	0	9774	0	9774	0
9776	420	9776	2000	9776	30	9776	150	9776	0	9776	0	9776	0	9776	0
9778	420	9778	2000	9778	30	9778	150	9778	0	9778	0	9778	0	9778	0
9780	420	9780	2000	9780	30	9780	150	9780	0	9780	0	9780	0	9780	0
9782	420	9782	2000	9782	30	9782	150	9782	0	9782	0	9782	0	9782	0
9784	420	9784	2000	9784	30	9784	150	9784	0	9784	0	9784	0	9784	0
9786	420	9786	2000	9786	30	9786	150	9786	0	9786	0	9786	0	9786	0
9788	420	9788	2000	9788	30	9788	150	9788	0	9788	0	9788	0	9788	0
9790	420	9790	2000	9790	30	9790	150	9790	0	9790	0	9790	0	9790	0
9792	420	9792	2000	9792	30	9792	150	9792	0	9792	0	9792	0	9792	0
9794	420	9794	2000	9794	30	9794	150	9794	0	9794	0	9794	0	9794	0
9796	420	9796	2000	9796	30	9796	150	9796	0	9796	0	9796	0	9796	0
9798	420	9798	2000	9798	30	9798	150	9798	0	9798	0	9798	0	9798	0
