SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Wind.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Code1.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Code2.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Code3.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Trun.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_PFeed.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_NFeed.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Push.nstatus_Act
NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

46658	420	46658	2000	46658	100	46658	170	46658	0	46658	0	46658	0	46658	0
46660	420	46660	2000	46660	100	46660	170	46660	0	46660	0	46660	0	46660	0
46662	420	46662	2000	46662	100	46662	170	46662	0	46662	0	46662	0	46662	0
46664	420	46664	2000	46664	100	46664	170	46664	0	46664	0	46664	0	46664	0
46666	420	46666	2000	46666	100	46666	170	46666	0	46666	0	46666	0	46666	0
46668	420	46668	2000	46668	100	46668	170	46668	0	46668	0	46668	0	46668	0
46670	420	46670	2000	46670	100	46670	170	46670	0	46670	0	46670	0	46670	0
46672	420	46672	2000	46672	100	46672	170	46672	0	46672	0	46672	0	46672	0
46674	420	46674	2000	46674	100	46674	170	46674	0	46674	0	46674	0	46674	0
46676	420	46676	2000	46676	100	46676	170	46676	0	46676	0	46676	0	46676	0
46678	420	46678	2000	46678	100	46678	170	46678	0	46678	0	46678	0	46678	0
46680	420	46680	2000	46680	100	46680	170	46680	0	46680	0	46680	0	46680	0
46682	420	46682	2000	46682	100	46682	170	46682	0	46682	0	46682	0	46682	0
46684	420	46684	2000	46684	100	46684	170	46684	0	46684	0	46684	0	46684	0
46686	420	46686	2000	46686	100	46686	170	46686	0	46686	0	46686	0	46686	0
46688	420	46688	2000	46688	100	46688	170	46688	0	46688	0	46688	0	46688	0
46690	420	46690	2000	46690	100	46690	170	46690	0	46690	0	46690	0	46690	0
46692	420	46692	2000	46692	100	46692	170	46692	0	46692	0	46692	0	46692	0
46694	420	46694	2000	46694	100	46694	170	46694	0	46694	0	46694	0	46694	0
46696	420	46696	2000	46696	100	46696	170	46696	0	46696	0	46696	0	46696	0
46698	420	46698	2000	46698	100	46698	170	46698	0	46698	0	46698	0	46698	0
46700	420	46700	2000	46700	100	46700	170	46700	0	46700	0	46700	0	46700	0
46702	420	46702	2000	46702	100	46702	170	46702	0	46702	0	46702	0	46702	0
46704	420	46704	2000	46704	100	46704	170	46704	0	46704	0	46704	0	46704	0
46706	420	46706	2000	46706	100	46706	170	46706	0	46706	0	46706	0	46706	0
46708	420	46708	2000	46708	100	46708	170	46708	0	46708	0	46708	0	46708	0
46710	420	46710	2000	46710	100	46710	170	46710	0	46710	0	46710	0	46710	0
46712	420	46712	2000	46712	100	46712	170	46712	0	46712	0	46712	0	46712	0
46714	420	46714	2000	46714	100	46714	170	46714	0	46714	0	46714	0	46714	0
46716	420	46716	2000	46716	100	46716	170	46716	0	46716	0	46716	0	46716	0
46718	420	46718	2000	46718	100	46718	170	46718	0	46718	0	46718	0	46718	0
46720	420	46720	2000	46720	100	46720	170	46720	0	46720	0	46720	0	46720	0
46722	420	46722	2000	46722	100	46722	170	46722	0	46722	0	46722	0	46722	0
46724	420	46724	2000	46724	100	46724	170	46724	0	46724	0	46724	0	46724	0
46726	420	46726	2000	46726	100	46726	170	46726	0	46726	0	46726	0	46726	0
46728	420	46728	2000	46728	100	46728	170	46728	0	46728	0	46728	0	46728	0
46730	420	46730	2000	46730	100	46730	170	46730	0	46730	0	46730	0	46730	0
46732	420	46732	2000	46732	100	46732	170	46732	0	46732	0	46732	0	46732	0
46734	420	46734	2000	46734	100	46734	170	46734	0	46734	0	46734	0	46734	0
46736	420	46736	2000	46736	100	46736	170	46736	0	46736	0	46736	0	46736	0
46738	420	46738	2000	46738	100	46738	170	46738	0	46738	0	46738	0	46738	0
46740	420	46740	2000	46740	100	46740	170	46740	0	46740	0	46740	0	46740	0
46742	420	46742	2000	46742	100	46742	170	46742	0	46742	0	46742	0	46742	0
46744	420	46744	2000	46744	100	46744	170	46744	0	46744	0	46744	0	46744	0
46746	420	46746	2000	46746	100	46746	170	46746	0	46746	0	46746	0	46746	0
46748	420	46748	2000	46748	100	46748	170	46748	0	46748	0	46748	0	46748	0
46750	420	46750	2000	46750	100	46750	170	46750	0	46750	0	46750	0	46750	0
46752	420	46752	2000	46752	100	46752	170	46752	0	46752	0	46752	0	46752	0
46754	420	46754	2000	46754	100	46754	170	46754	0	46754	0	46754	0	46754	0
46756	420	46756	2000	46756	100	46756	170	46756	0	46756	0	46756	0	46756	0
46758	420	46758	2000	46758	100	46758	170	46758	0	46758	0	46758	0	46758	0
46760	420	46760	2000	46760	100	46760	170	46760	0	46760	0	46760	0	46760	0
46762	420	46762	2000	46762	100	46762	170	46762	0	46762	0	46762	0	46762	0
46764	420	46764	2000	46764	100	46764	170	46764	0	46764	0	46764	0	46764	0
46766	420	46766	2000	46766	100	46766	170	46766	0	46766	0	46766	0	46766	0
46768	420	46768	2000	46768	100	46768	170	46768	0	46768	0	46768	0	46768	0
46770	420	46770	2000	46770	100	46770	170	46770	0	46770	0	46770	0	46770	0
46772	420	46772	2000	46772	100	46772	170	46772	0	46772	0	46772	0	46772	0
46774	420	46774	2000	46774	100	46774	170	46774	0	46774	0	46774	0	46774	0
46776	420	46776	2000	46776	100	46776	170	46776	0	46776	0	46776	0	46776	0
46778	420	46778	2000	46778	100	46778	170	46778	0	46778	0	46778	0	46778	0
46780	420	46780	2000	46780	100	46780	170	46780	0	46780	0	46780	0	46780	0
46782	420	46782	2000	46782	100	46782	170	46782	0	46782	0	46782	0	46782	0
46784	420	46784	2000	46784	100	46784	170	46784	0	46784	0	46784	0	46784	0
46786	420	46786	2000	46786	100	46786	170	46786	0	46786	0	46786	0	46786	0
46788	420	46788	2000	46788	100	46788	170	46788	0	46788	0	46788	0	46788	0
46790	420	46790	2000	46790	100	46790	170	46790	0	46790	0	46790	0	46790	0
46792	420	46792	2000	46792	100	46792	170	46792	0	46792	0	46792	0	46792	0
46794	420	46794	2000	46794	100	46794	170	46794	0	46794	0	46794	0	46794	0
46796	420	46796	2000	46796	100	46796	170	46796	0	46796	0	46796	0	46796	0
46798	420	46798	2000	46798	100	46798	170	46798	0	46798	0	46798	0	46798	0
46800	420	46800	2000	46800	100	46800	170	46800	0	46800	0	46800	0	46800	0
46802	420	46802	2000	46802	100	46802	170	46802	0	46802	0	46802	0	46802	0
46804	420	46804	2000	46804	100	46804	170	46804	0	46804	0	46804	0	46804	0
46806	420	46806	2000	46806	100	46806	170	46806	0	46806	0	46806	0	46806	0
46808	420	46808	2000	46808	100	46808	170	46808	0	46808	0	46808	0	46808	0
46810	420	46810	2000	46810	100	46810	170	46810	0	46810	0	46810	0	46810	0
46812	420	46812	2000	46812	100	46812	170	46812	0	46812	0	46812	0	46812	0
46814	420	46814	2000	46814	100	46814	170	46814	0	46814	0	46814	0	46814	0
46816	420	46816	2000	46816	100	46816	170	46816	0	46816	0	46816	0	46816	0
46818	420	46818	2000	46818	100	46818	170	46818	0	46818	0	46818	0	46818	0
46820	420	46820	2000	46820	100	46820	170	46820	0	46820	0	46820	0	46820	0
46822	420	46822	2000	46822	100	46822	170	46822	0	46822	0	46822	0	46822	0
46824	420	46824	2000	46824	100	46824	170	46824	0	46824	0	46824	0	46824	0
46826	420	46826	2000	46826	100	46826	170	46826	0	46826	0	46826	0	46826	0
46828	420	46828	2000	46828	100	46828	170	46828	0	46828	0	46828	0	46828	0
46830	420	46830	2000	46830	100	46830	170	46830	0	46830	0	46830	0	46830	0
46832	420	46832	2000	46832	100	46832	170	46832	0	46832	0	46832	0	46832	0
46834	420	46834	2000	46834	100	46834	170	46834	0	46834	0	46834	0	46834	0
46836	420	46836	2000	46836	100	46836	170	46836	0	46836	0	46836	0	46836	0
46838	420	46838	2000	46838	100	46838	170	46838	0	46838	0	46838	0	46838	0
46840	420	46840	2000	46840	100	46840	170	46840	0	46840	0	46840	0	46840	0
46842	420	46842	2000	46842	100	46842	170	46842	0	46842	0	46842	0	46842	0
46844	420	46844	2000	46844	100	46844	170	46844	0	46844	0	46844	0	46844	0
46846	420	46846	2000	46846	100	46846	170	46846	0	46846	0	46846	0	46846	0
46848	420	46848	2000	46848	100	46848	170	46848	0	46848	0	46848	0	46848	0
46850	420	46850	2000	46850	100	46850	170	46850	0	46850	0	46850	0	46850	0
46852	420	46852	2000	46852	100	46852	170	46852	0	46852	0	46852	0	46852	0
46854	420	46854	2000	46854	100	46854	170	46854	0	46854	0	46854	0	46854	0
46856	420	46856	2000	46856	100	46856	170	46856	0	46856	0	46856	0	46856	0
46858	420	46858	2000	46858	100	46858	180	46858	0	46858	0	46858	0	46858	0
46860	420	46860	2000	46860	100	46860	180	46860	0	46860	0	46860	0	46860	0
46862	420	46862	2000	46862	100	46862	180	46862	0	46862	0	46862	0	46862	0
46864	420	46864	2000	46864	100	46864	180	46864	0	46864	0	46864	0	46864	0
46866	420	46866	2000	46866	100	46866	190	46866	0	46866	0	46866	0	46866	0
46868	420	46868	2000	46868	100	46868	190	46868	0	46868	0	46868	0	46868	0
46870	420	46870	2000	46870	100	46870	190	46870	0	46870	0	46870	0	46870	0
46872	420	46872	2000	46872	100	46872	190	46872	0	46872	0	46872	0	46872	0
46874	420	46874	2000	46874	100	46874	190	46874	0	46874	0	46874	0	46874	0
46876	420	46876	2000	46876	100	46876	190	46876	0	46876	0	46876	0	46876	0
46878	420	46878	2000	46878	100	46878	190	46878	0	46878	0	46878	0	46878	0
46880	420	46880	2000	46880	100	46880	190	46880	0	46880	0	46880	0	46880	0
46882	420	46882	2000	46882	100	46882	190	46882	0	46882	0	46882	0	46882	0
46884	420	46884	2000	46884	100	46884	190	46884	0	46884	0	46884	0	46884	0
46886	420	46886	2000	46886	100	46886	190	46886	0	46886	0	46886	0	46886	0
46888	420	46888	2000	46888	100	46888	190	46888	0	46888	0	46888	0	46888	0
46890	420	46890	2000	46890	100	46890	190	46890	0	46890	0	46890	0	46890	0
46892	420	46892	2000	46892	100	46892	190	46892	0	46892	0	46892	0	46892	0
46894	420	46894	2000	46894	100	46894	190	46894	0	46894	0	46894	0	46894	0
46896	420	46896	2000	46896	100	46896	190	46896	0	46896	0	46896	0	46896	0
46898	420	46898	2000	46898	100	46898	190	46898	0	46898	0	46898	0	46898	0
46900	420	46900	2000	46900	100	46900	190	46900	0	46900	0	46900	0	46900	0
46902	420	46902	2000	46902	100	46902	190	46902	0	46902	0	46902	0	46902	0
46904	420	46904	2000	46904	100	46904	190	46904	0	46904	0	46904	0	46904	0
46906	420	46906	2000	46906	100	46906	190	46906	0	46906	0	46906	0	46906	0
46908	420	46908	2000	46908	100	46908	190	46908	0	46908	0	46908	0	46908	0
46910	420	46910	2000	46910	100	46910	190	46910	0	46910	0	46910	0	46910	0
46912	420	46912	2000	46912	100	46912	190	46912	0	46912	0	46912	0	46912	0
46914	420	46914	2000	46914	100	46914	190	46914	0	46914	0	46914	0	46914	0
46916	420	46916	2000	46916	100	46916	190	46916	0	46916	0	46916	0	46916	0
46918	420	46918	2000	46918	100	46918	190	46918	0	46918	0	46918	0	46918	0
46920	420	46920	2000	46920	100	46920	190	46920	0	46920	0	46920	0	46920	0
46922	420	46922	2000	46922	100	46922	190	46922	0	46922	0	46922	0	46922	0
46924	420	46924	2000	46924	100	46924	190	46924	0	46924	0	46924	0	46924	0
46926	420	46926	2000	46926	100	46926	190	46926	0	46926	0	46926	0	46926	0
46928	420	46928	2000	46928	100	46928	190	46928	0	46928	0	46928	0	46928	0
46930	420	46930	2000	46930	100	46930	190	46930	0	46930	0	46930	0	46930	0
46932	420	46932	2000	46932	100	46932	190	46932	0	46932	0	46932	0	46932	0
46934	420	46934	2000	46934	100	46934	190	46934	0	46934	0	46934	0	46934	0
46936	420	46936	2000	46936	100	46936	190	46936	0	46936	0	46936	0	46936	0
46938	420	46938	2000	46938	100	46938	190	46938	0	46938	0	46938	0	46938	0
46940	420	46940	2000	46940	100	46940	190	46940	0	46940	0	46940	0	46940	0
46942	420	46942	2000	46942	100	46942	190	46942	0	46942	0	46942	0	46942	0
46944	420	46944	2000	46944	100	46944	190	46944	0	46944	0	46944	0	46944	0
46946	420	46946	2000	46946	100	46946	190	46946	0	46946	0	46946	0	46946	0
46948	420	46948	2000	46948	100	46948	190	46948	0	46948	0	46948	0	46948	0
46950	420	46950	2000	46950	100	46950	190	46950	0	46950	0	46950	0	46950	0
46952	420	46952	2000	46952	100	46952	190	46952	0	46952	0	46952	0	46952	0
46954	420	46954	2000	46954	100	46954	190	46954	0	46954	0	46954	0	46954	0
46956	420	46956	2000	46956	100	46956	190	46956	0	46956	0	46956	0	46956	0
46958	420	46958	2000	46958	100	46958	190	46958	0	46958	0	46958	0	46958	0
46960	420	46960	2000	46960	100	46960	190	46960	0	46960	0	46960	0	46960	0
46962	420	46962	2000	46962	100	46962	190	46962	0	46962	0	46962	0	46962	0
46964	420	46964	2000	46964	100	46964	190	46964	0	46964	0	46964	0	46964	0
46966	420	46966	2000	46966	100	46966	190	46966	0	46966	0	46966	0	46966	0
46968	420	46968	2000	46968	100	46968	190	46968	0	46968	0	46968	0	46968	0
46970	420	46970	2000	46970	100	46970	190	46970	0	46970	0	46970	0	46970	0
46972	420	46972	2000	46972	100	46972	190	46972	0	46972	0	46972	0	46972	0
46974	420	46974	2000	46974	100	46974	190	46974	0	46974	0	46974	0	46974	0
46976	420	46976	2000	46976	100	46976	190	46976	0	46976	0	46976	0	46976	0
46978	420	46978	2000	46978	100	46978	190	46978	0	46978	0	46978	0	46978	0
46980	420	46980	2000	46980	100	46980	190	46980	0	46980	0	46980	0	46980	0
46982	420	46982	2000	46982	100	46982	190	46982	0	46982	0	46982	0	46982	0
46984	420	46984	2000	46984	100	46984	190	46984	0	46984	0	46984	0	46984	0
46986	420	46986	2000	46986	100	46986	190	46986	0	46986	0	46986	0	46986	0
46988	420	46988	2000	46988	100	46988	190	46988	0	46988	0	46988	0	46988	0
46990	420	46990	2000	46990	100	46990	190	46990	0	46990	0	46990	0	46990	0
46992	420	46992	2000	46992	100	46992	190	46992	0	46992	0	46992	0	46992	0
46994	420	46994	2000	46994	100	46994	190	46994	0	46994	0	46994	0	46994	0
46996	420	46996	2000	46996	100	46996	190	46996	0	46996	0	46996	0	46996	0
46998	420	46998	2000	46998	100	46998	190	46998	0	46998	0	46998	0	46998	0
47000	420	47000	2000	47000	100	47000	190	47000	0	47000	0	47000	0	47000	0
47002	420	47002	2000	47002	100	47002	190	47002	0	47002	0	47002	0	47002	0
47004	420	47004	2000	47004	100	47004	190	47004	0	47004	0	47004	0	47004	0
47006	420	47006	2000	47006	100	47006	190	47006	0	47006	0	47006	0	47006	0
47008	420	47008	2000	47008	100	47008	190	47008	0	47008	0	47008	0	47008	0
47010	420	47010	2000	47010	100	47010	190	47010	0	47010	0	47010	0	47010	0
47012	420	47012	2000	47012	100	47012	190	47012	0	47012	0	47012	0	47012	0
47014	420	47014	2000	47014	100	47014	190	47014	0	47014	0	47014	0	47014	0
47016	420	47016	2000	47016	100	47016	190	47016	0	47016	0	47016	0	47016	0
47018	420	47018	2000	47018	100	47018	190	47018	0	47018	0	47018	0	47018	0
47020	420	47020	2000	47020	100	47020	190	47020	0	47020	0	47020	0	47020	0
47022	420	47022	2000	47022	100	47022	190	47022	0	47022	0	47022	0	47022	0
47024	420	47024	2000	47024	100	47024	190	47024	0	47024	0	47024	0	47024	0
47026	420	47026	2000	47026	100	47026	190	47026	0	47026	0	47026	0	47026	0
47028	420	47028	2000	47028	100	47028	190	47028	0	47028	0	47028	0	47028	0
47030	420	47030	2000	47030	100	47030	190	47030	0	47030	0	47030	0	47030	0
47032	420	47032	2000	47032	100	47032	190	47032	0	47032	0	47032	0	47032	0
47034	420	47034	2000	47034	100	47034	190	47034	0	47034	0	47034	0	47034	0
47036	420	47036	2000	47036	100	47036	190	47036	0	47036	0	47036	0	47036	0
47038	420	47038	2000	47038	100	47038	190	47038	0	47038	0	47038	0	47038	0
47040	420	47040	2000	47040	105	47040	190	47040	0	47040	0	47040	0	47040	0
47042	420	47042	2000	47042	105	47042	190	47042	0	47042	0	47042	0	47042	0
47044	420	47044	2000	47044	105	47044	190	47044	0	47044	0	47044	0	47044	0
47046	420	47046	2000	47046	105	47046	190	47046	0	47046	0	47046	0	47046	0
47048	420	47048	2000	47048	105	47048	190	47048	0	47048	0	47048	0	47048	0
47050	420	47050	2000	47050	105	47050	190	47050	0	47050	0	47050	0	47050	0
47052	420	47052	2000	47052	105	47052	190	47052	0	47052	0	47052	0	47052	0
47054	420	47054	2000	47054	105	47054	190	47054	0	47054	0	47054	0	47054	0
47056	420	47056	2000	47056	105	47056	190	47056	0	47056	0	47056	0	47056	0
47058	420	47058	2000	47058	105	47058	190	47058	0	47058	0	47058	0	47058	0
47060	420	47060	2000	47060	105	47060	190	47060	0	47060	0	47060	0	47060	0
47062	420	47062	2000	47062	105	47062	190	47062	0	47062	0	47062	0	47062	0
47064	420	47064	2000	47064	105	47064	190	47064	0	47064	0	47064	0	47064	0
47066	420	47066	2000	47066	105	47066	190	47066	0	47066	0	47066	0	47066	0
47068	420	47068	2000	47068	105	47068	190	47068	0	47068	0	47068	0	47068	0
47070	420	47070	2000	47070	105	47070	190	47070	0	47070	0	47070	0	47070	0
47072	420	47072	2000	47072	105	47072	300	47072	0	47072	0	47072	0	47072	0
47074	420	47074	2000	47074	105	47074	300	47074	0	47074	0	47074	0	47074	0
47076	420	47076	2000	47076	105	47076	300	47076	0	47076	0	47076	0	47076	0
47078	420	47078	2000	47078	105	47078	300	47078	0	47078	0	47078	0	47078	0
47080	420	47080	2000	47080	105	47080	300	47080	0	47080	0	47080	0	47080	0
47082	420	47082	2000	47082	105	47082	300	47082	0	47082	0	47082	0	47082	0
47084	420	47084	2000	47084	105	47084	300	47084	0	47084	0	47084	0	47084	0
47086	420	47086	2000	47086	105	47086	300	47086	0	47086	0	47086	0	47086	0
47088	420	47088	2000	47088	105	47088	300	47088	0	47088	0	47088	0	47088	0
47090	420	47090	2000	47090	105	47090	300	47090	0	47090	0	47090	0	47090	0
47092	420	47092	2000	47092	105	47092	300	47092	0	47092	0	47092	0	47092	0
47094	420	47094	2000	47094	105	47094	300	47094	0	47094	0	47094	0	47094	0
47096	420	47096	2000	47096	105	47096	300	47096	0	47096	0	47096	0	47096	0
47098	420	47098	2000	47098	105	47098	300	47098	0	47098	0	47098	0	47098	0
47100	420	47100	2000	47100	105	47100	300	47100	0	47100	0	47100	0	47100	0
47102	420	47102	2000	47102	105	47102	300	47102	0	47102	0	47102	0	47102	0
47104	420	47104	2000	47104	105	47104	300	47104	0	47104	0	47104	0	47104	0
47106	420	47106	2000	47106	105	47106	300	47106	0	47106	0	47106	0	47106	0
47108	420	47108	2000	47108	105	47108	300	47108	0	47108	0	47108	0	47108	0
47110	420	47110	2000	47110	105	47110	300	47110	0	47110	0	47110	0	47110	0
47112	420	47112	2000	47112	105	47112	300	47112	0	47112	0	47112	0	47112	0
47114	420	47114	2000	47114	105	47114	300	47114	0	47114	0	47114	0	47114	0
47116	420	47116	2000	47116	105	47116	300	47116	0	47116	0	47116	0	47116	0
47118	420	47118	2000	47118	105	47118	300	47118	0	47118	0	47118	0	47118	0
47120	420	47120	2000	47120	105	47120	300	47120	0	47120	0	47120	0	47120	0
47122	420	47122	2000	47122	105	47122	300	47122	0	47122	0	47122	0	47122	0
47124	420	47124	2000	47124	105	47124	300	47124	0	47124	0	47124	0	47124	0
47126	420	47126	2000	47126	105	47126	300	47126	0	47126	0	47126	0	47126	0
47128	420	47128	2000	47128	105	47128	300	47128	0	47128	0	47128	0	47128	0
47130	420	47130	2000	47130	105	47130	300	47130	0	47130	0	47130	0	47130	0
47132	420	47132	2000	47132	105	47132	300	47132	0	47132	0	47132	0	47132	0
47134	420	47134	2000	47134	105	47134	300	47134	0	47134	0	47134	0	47134	0
47136	420	47136	2000	47136	105	47136	300	47136	0	47136	0	47136	0	47136	0
47138	420	47138	2000	47138	105	47138	300	47138	0	47138	0	47138	0	47138	0
47140	420	47140	2000	47140	105	47140	300	47140	0	47140	0	47140	0	47140	0
47142	420	47142	2000	47142	105	47142	300	47142	0	47142	0	47142	0	47142	0
47144	420	47144	2000	47144	105	47144	300	47144	0	47144	0	47144	0	47144	0
47146	420	47146	2000	47146	105	47146	300	47146	0	47146	0	47146	0	47146	0
47148	420	47148	2000	47148	105	47148	300	47148	0	47148	0	47148	0	47148	0
47150	420	47150	2000	47150	105	47150	300	47150	0	47150	0	47150	0	47150	0
47152	420	47152	2000	47152	105	47152	300	47152	0	47152	0	47152	0	47152	0
47154	420	47154	2000	47154	105	47154	300	47154	0	47154	0	47154	0	47154	0
47156	420	47156	2000	47156	105	47156	300	47156	0	47156	0	47156	0	47156	0
47158	420	47158	2000	47158	105	47158	300	47158	0	47158	0	47158	0	47158	0
47160	420	47160	2000	47160	105	47160	300	47160	0	47160	0	47160	0	47160	0
47162	420	47162	2000	47162	105	47162	300	47162	0	47162	0	47162	0	47162	0
47164	420	47164	2000	47164	105	47164	300	47164	0	47164	0	47164	0	47164	0
47166	420	47166	2000	47166	105	47166	300	47166	0	47166	0	47166	0	47166	0
47168	420	47168	2000	47168	105	47168	300	47168	0	47168	0	47168	0	47168	0
47170	420	47170	2000	47170	105	47170	300	47170	0	47170	0	47170	0	47170	0
47172	420	47172	2000	47172	105	47172	300	47172	0	47172	0	47172	0	47172	0
47174	420	47174	2000	47174	105	47174	300	47174	0	47174	0	47174	0	47174	0
47176	420	47176	2000	47176	105	47176	300	47176	0	47176	0	47176	0	47176	0
47178	420	47178	2000	47178	105	47178	300	47178	0	47178	0	47178	0	47178	0
47180	420	47180	2000	47180	105	47180	300	47180	0	47180	0	47180	0	47180	0
47182	420	47182	2000	47182	105	47182	300	47182	0	47182	0	47182	0	47182	0
47184	420	47184	2000	47184	105	47184	300	47184	0	47184	0	47184	0	47184	0
47186	420	47186	2000	47186	105	47186	300	47186	0	47186	0	47186	0	47186	0
47188	420	47188	2000	47188	105	47188	300	47188	0	47188	0	47188	0	47188	0
47190	420	47190	2000	47190	105	47190	300	47190	0	47190	0	47190	0	47190	0
47192	420	47192	2000	47192	105	47192	300	47192	0	47192	0	47192	0	47192	0
47194	420	47194	2000	47194	105	47194	300	47194	0	47194	0	47194	0	47194	0
47196	420	47196	2000	47196	105	47196	300	47196	0	47196	0	47196	0	47196	0
47198	420	47198	2000	47198	105	47198	300	47198	0	47198	0	47198	0	47198	0
47200	420	47200	2000	47200	105	47200	300	47200	0	47200	0	47200	0	47200	0
47202	420	47202	2000	47202	105	47202	300	47202	0	47202	0	47202	0	47202	0
47204	420	47204	2000	47204	105	47204	300	47204	0	47204	0	47204	0	47204	0
47206	420	47206	2000	47206	105	47206	300	47206	0	47206	0	47206	0	47206	0
47208	420	47208	2000	47208	105	47208	300	47208	0	47208	0	47208	0	47208	0
47210	420	47210	2000	47210	105	47210	300	47210	0	47210	0	47210	0	47210	0
47212	420	47212	2000	47212	105	47212	300	47212	0	47212	0	47212	0	47212	0
47214	420	47214	2000	47214	105	47214	300	47214	0	47214	0	47214	0	47214	0
47216	420	47216	2000	47216	105	47216	300	47216	0	47216	0	47216	0	47216	0
47218	420	47218	2000	47218	105	47218	300	47218	0	47218	0	47218	0	47218	0
47220	420	47220	2000	47220	105	47220	300	47220	0	47220	0	47220	0	47220	0
47222	420	47222	2000	47222	105	47222	300	47222	0	47222	0	47222	0	47222	0
47224	420	47224	2000	47224	105	47224	300	47224	0	47224	0	47224	0	47224	0
47226	420	47226	2000	47226	105	47226	300	47226	0	47226	0	47226	0	47226	0
47228	420	47228	2000	47228	105	47228	300	47228	0	47228	0	47228	0	47228	0
47230	420	47230	2000	47230	105	47230	300	47230	0	47230	0	47230	0	47230	0
47232	420	47232	2000	47232	105	47232	300	47232	0	47232	0	47232	0	47232	0
47234	420	47234	2000	47234	105	47234	300	47234	0	47234	0	47234	0	47234	0
47236	420	47236	2000	47236	105	47236	300	47236	0	47236	0	47236	0	47236	0
47238	420	47238	2000	47238	105	47238	300	47238	0	47238	0	47238	0	47238	0
47240	420	47240	2000	47240	105	47240	300	47240	0	47240	0	47240	0	47240	0
47242	420	47242	2000	47242	105	47242	300	47242	0	47242	0	47242	0	47242	0
47244	420	47244	2000	47244	105	47244	300	47244	0	47244	0	47244	0	47244	0
47246	420	47246	2000	47246	105	47246	300	47246	0	47246	0	47246	0	47246	0
47248	420	47248	2000	47248	105	47248	300	47248	0	47248	0	47248	0	47248	0
47250	420	47250	2000	47250	105	47250	300	47250	0	47250	0	47250	0	47250	0
47252	420	47252	2000	47252	105	47252	300	47252	0	47252	0	47252	0	47252	0
47254	420	47254	2000	47254	105	47254	300	47254	0	47254	0	47254	0	47254	0
47256	420	47256	2000	47256	105	47256	300	47256	0	47256	0	47256	0	47256	0
47258	420	47258	2000	47258	105	47258	300	47258	0	47258	0	47258	0	47258	0
47260	420	47260	2000	47260	105	47260	300	47260	0	47260	0	47260	0	47260	0
47262	420	47262	2000	47262	105	47262	300	47262	0	47262	0	47262	0	47262	0
47264	420	47264	2000	47264	105	47264	300	47264	0	47264	0	47264	0	47264	0
47266	420	47266	2000	47266	105	47266	300	47266	0	47266	0	47266	0	47266	0
47268	420	47268	2000	47268	105	47268	300	47268	0	47268	0	47268	0	47268	0
47270	420	47270	2000	47270	105	47270	300	47270	0	47270	0	47270	0	47270	0
47272	420	47272	2000	47272	105	47272	300	47272	0	47272	0	47272	0	47272	0
47274	420	47274	2000	47274	105	47274	300	47274	0	47274	0	47274	0	47274	0
47276	420	47276	2000	47276	105	47276	300	47276	0	47276	0	47276	0	47276	0
47278	420	47278	2000	47278	105	47278	300	47278	0	47278	0	47278	0	47278	0
47280	420	47280	2000	47280	105	47280	300	47280	0	47280	0	47280	0	47280	0
47282	420	47282	2000	47282	105	47282	300	47282	0	47282	0	47282	0	47282	0
47284	420	47284	2000	47284	105	47284	300	47284	0	47284	0	47284	0	47284	0
47286	420	47286	2000	47286	105	47286	300	47286	0	47286	0	47286	0	47286	0
47288	420	47288	2000	47288	105	47288	300	47288	0	47288	0	47288	0	47288	0
